speakers,dialogue
raj,With pleasure.
howard,"Raj, wait."
raj,What took you so long?
leonard,"Buddy, I know me moving in with Penny feels like a big change, but it’s not."
sheldon,"How can you say that? Amy’s gone, and you two are married now, so it’s only a matter of time before you’re gone, too."
penny,"Okay, you don’t know what’s gonna happen."
sheldon,"No, I do. Eventually you’ll want more space, and you’ll move into a house, and then instead of dinner a couple of times a week, it’ll only be a couple of times a month, and then it’ll only be on special occasions, like when Bernadette divorces Wolowitz. Or, or, or like when Koothrappali’s weird girlfriend admits where she buried his body. Or Amy’s wedding, where she’s marrying someone better than me."
penny,"Okay, look, we don’t need to rush into anything. All right? Maybe instead of Leonard moving in with me, we just leave things the way they are, and sometimes we’ll sleep over there, and sometimes we’ll sleep over here."
sheldon,But mostly here.
penny,Sure.
leonard,"Wuh, what about what you said in the restaurant?"
penny,"Well, it’s not forever. It’s just for a while. If you want, we can think of him like he’s our dog."
sheldon,"You can. I’m happy when you come home. And I’m scared of fireworks. By the way, on July Fourth, we’re all sleeping here."
leonard,Fine.
sheldon,"All right, great. Just give me one minute, and I’ll get started on a new roommate agreement. Yeah. nothing from Pratt, we’re good."
howard,"Indy’ whip snapped, Thor’s hammer missed."
raj,It was Avenger versus archeologist.
howard,"Indy held his ground, and straightened his fedora."
raj,"Thor said, that’s a nice look in nineteen fourty-foura."
leonard,"Hey, ready for lunch?"
howard,"Oh, one sec."
sheldon,Is that the prototype drive system for the high-G rover?
howard,"No, Bernadette got me a Fitbit so she can track how much I’m exercising."
leonard,That’ll teach her to care about your health.
howard,"Yeah, I can’t wait to see the look on her face when I die young."
raj,When was the last actual exercise you got?
howard,"The other day, when she tried to put that Fitbit on me and I ran away from her."
sheldon,"According to a recent study, simply thinking about exercise, even while sitting still, can have physical benefits. For all you know, I could be exercising right now."
raj,Are you?
sheldon,"Nah, I’ll do it tomorrow."
leonard,It wouldn’t be the worst thing if we were more active.
howard,"You make an excellent point. Ooh, I think I’m getting a runner’s high."
leonard,"Look at all these activities the university has. Rock climbing club, archery, flag football."
sheldon,"Had me at flag, lost me at football."
penny,"Yeah, I think it’s great you guys want to get more exercise, but do you really think sports is the right choice for you?"
leonard,What are you saying? We’re not coordinated enough to play sports?
penny,"Okay, Leonard, sweetheart, you twisted your ankle playing Scrabble."
leonard,"I got a triple-word score with a double letter Q. If that’s not a time to bust out the scrabble dance, what’s the point of having one? Hey, Barry Kripke started a fencing club."
sheldon,Interesting. Sword fighting does hold a certain elegant appeal. And I would imagine it meets many of our personal criteria for a sport.
leonard,"It’s indoors, so no sunscreen."
sheldon,"No throwing, no catching, no running."
leonard,No gym shorts that can be yanked down.
sheldon,"Or worse, up."
leonard,Preach.
sheldon,"And as an added bonus, the word touché comes from fencing. It would be our only opportunity to use it in a non-metaphorical sense."
leonard,What about a game of tag on a French schoolyard?
sheldon,"Ah, touché."
bernadette,Sure. So how can we help?
penny,"All right, well, what have you tried so far?"
penny,Really? In a comic book store?
amy,"Well, for starters, you might want to rethink some of this artwork. I mean, this woman’s actually on a leash like a dog."
raj,I feel cool. Like Puss in Boots.
leonard,I always wanted to be a swashbuckler when I was a kid.
sheldon,"Technically, swashbuckler is a combination of two terms. Swash referring to the sound of the sword. Swash. And then buckler meaning a small shield, which you don’t have."
raj,We can still be swashers.
howard,"Well said, Puss."
leonard,That’s not why we’re here.
raj,"Yeah, I’m here because I think it’s gonna be like Game of Thrones."
howard,And maybe a little Princess Bride.
raj,"Ooh, ooh, I forgot about Princess Bride. That’s my answer."
sheldon,We’re not afraid of physical activity.
howard,Yeah. I already ran 18 miles today.
sheldon,"Oh, dear."
sheldon,"Well, I’m not sure I have a dominant leg. They’re both pretty submissive."
howard,"When you’re in a public restroom, which foot do you flush the toilet with?"
sheldon,Right. Always right.
howard,He’s a righty.
howard,"Oh, God, I am going to feel this tomorrow."
leonard,This is easy. I didn’t need to wear a cup.
sheldon,"Excuse me, Barry?"
sheldon,When can I stab one of my friends?
sheldon,"Uh, yes, I’m aware. But if I say I want to touch one of my friends, I’ll get called into Human Resources."
amy,Have you thought about advertising directly to females?
penny,"Hey, have you read the online reviews for this place?"
penny,"All right, well, Heather H says, the owner stared at me the whole time and didn’t blink once. Kelly M says, the creepy guy who runs it asked me out, then called himself stupid before I could say no. Jessica K says, I told the weird owner that I liked his shirt. He took it off and gave it to me."
raj,Look at us. We’re like the Rockettes.
sheldon,"En garde, Leonard. Prepare yourself for a rigorous touching."
howard,My name is Inigo Montoya. You killed my father. Prepare to die.
raj,My name is Inigo Montoya. You killed my father. Prepare to die.
howard,I thought you were Puss in Boots.
raj,"Oh, yeah, right. Sorry. My name is Puss in Boots. You killed my father. Prepare to die."
sheldon,I’m looking forward to him teaching us glove-slapping.
leonard,What?
sheldon,"You know, when my honour is insulted, and I need to challenge someone to a duel by slapping them across the face with my glove."
leonard,When was your honour insulted?
sheldon,My last physical.
leonard,"Again, that doctor didn’t insult your honour. Just checked your prostate."
raj,My name is Little Orphan Annie. You killed my father. Prepare to die.
howard,My name is Darth Vader. I am your father. Prepare to die.
sheldon,"Ah, this is fun."
leonard,"Well, good. It’s nice to see your mind off Amy."
sheldon,"Not that it’s any of your business, but she broke up with me."
sheldon,Good to know? What’s that supposed to mean?
leonard,"Oh. I hate to say it, but it sounds like he’s interested in her."
sheldon,"Well, that’s unacceptable."
leonard,"Oh, buddy, I get that you don’t like it, but it’s not really up to you."
sheldon,"Yeah, but he’s dumb, and his face is dumb."
leonard,"Look, even if it’s not him, Amy’s probably going to date someone at some point."
sheldon,You really think so?
leonard,Of course. She deserves to be happy.
sheldon,How dare you.
leonard,"Listen, I should warn you that maybe asking Amy out isn’t a good idea."
sheldon,"Barry, a word?"
leonard,And now the crazy version of what I just said.
sheldon,"If you intend to pursue Amy, you leave me with no choice but to put a stop to it."
sheldon,By challenging you to a duel.
sheldon,"That is why the duel will take place at high noon, three years from today. If you’re worth your salt as an instructor, I should be ready by then. Yeah, and be warned. I’m going to touch you all over."
leonard,"Wow. That, that was crazier than I thought."
penny,Yeah.
bernadette,You are.
amy,You can say it.
penny,"Well, you’re talking to us now. I mean, you don’t seem nervous."
amy,Do you not hear how creepy that sounds?
bernadette,Was it?
penny,"Okay. Don’t be offended, but, what went wrong with you?"
bernadette,That really happened?
amy,"Stuart, believe it or not, I understand. You know, before I met Sheldon, I was alone for a really long time. I was so desperate for people to like me, when I met these guys, it took everything in my power to hide my insecurity."
amy,"Suddenly, the rabbit thing makes sense."
leonard,"I’m surprised you wanted to go to a sports bar, Sheldon."
sheldon,"Look at this blister. Like it or not, we’re athletes now. Besides, a bar is where I belong. I’m having female problems."
leonard,"If you’re cranky and retaining water, I have a theory."
howard,"Sheldon, instead of focusing on Amy dating other guys, maybe you should start thinking about dating another girl."
sheldon,That’s ridiculous.
raj,"Why? You never thought you’d end up in a relationship, and then you met Amy. Maybe there’s someone else out there for you."
sheldon,"True, but Penny’s married, and so is Bernadette. And your girlfriend has red hair and white skin, which really rubs up against my clown phobia."
leonard,Maybe you should consider women who aren’t in serious relationships with your closest friends?
