speakers,dialogue
chandler," Well, you got here just in time. I really have to go buddy. "
ross, Oh man.
monica, Promise to call me when you land.
chandler, Of course I will call you. I love you.
monica, I love you too. 
rachel," Okay, wow, wow, wow. Watch the tongue people, we've got a baby over  here."
phoebe, Bye Chandler.
chandler, Awww.  Bye!
rachel, Bye honey. 
chandler,  What's the matter Joe?
joey, I'm mad at you for leaving! You're nothing but a big leaver. Big leaver  with a stupid suitcase.
chandler, Any chance you are trying to pick a fight to make all this easier?
joey," Dude, you see right thru me!! "
chandler," Well, bye Mon, bye Ross, Rachel, bye Emma!"
phoebe," Okay, bye-bye! "
monica,"  Chandler, wait. It goes"
chandler, I know.
monica, I love you so much.
chandler, I know that too. 
chandler,"  Don't worry, I'll be back before you know it. Yes  it will be the same. Because I know, that's how. I promise."
joey,  Double promise? Call me when you land.
monica, Can I talk now?
joey," Okay, bye. "
monica, Joey?
joey, He had to board.
phoebe, oh hey Ross oh I'm so glad someone's here could you zip me up?
ross, sure.
phoebe, thank you can you believe no one between my apartment and here offered  to do that for me.
ross, people  so why you all dressed up.
phoebe, oh umm Mike's picking me up for a date.
ross," oh yea now um how is that going, is it getting serious?"
phoebe," oh I dunno I dunno, you know I mean I like him but am I ready to take  my grade a loins off the meat market."
ross," you know I really admire your whole dating attitude, it's so healthy  I'm always like is this moving to fast? Is this moving to slow? Where's this  going?"
phoebe, yea you know you are a bit of a drama queen.
ross," but you, your so much better off you just go from guy to guy having fun  and never worrying that it terns into anything serious."
phoebe," I wouldn't say never, you know there's that guy  well what about "
ross, There isn't that's what I'm saying. 
phoebe, Oh my god you're right.
ross, I know and yet here you are all ready for the next date.
phoebe," I can't believe I never realized this before, I'm in my thirty's and  never been in a long-term relationship oh my god  what's wrong  with me."
ross," no, no, no there's nothing wrong with you I mean you don't strike me  as the type of person that wants to get married anyway."
phoebe, I wanna get married 
ross," please don't cry because of me Pheebs I don't know what I'm talking about,  I've been divorced three times."
phoebe," least you've been married, OH MY GOD! I wanna trade lives with Ross "
phoebe," nothing, I'm excited about our date, Mike this is Ross Geller this  is Mike Haaaaa "
ross, I'm sorry I didn't catch.
ross, Oh Ross Geller
phoebe, uh huh 
ross, do you have a compact in your purse?
phoebe,  No
ross, you look great.
monica, hey Joey
joey," Hey, this girl won't turn around and I can't tell whether she's hot or  not, what do you think?"
monica, Joey I am not going to objectify woman with you   but if her face is as nice as her ass woah mamma.
joey," Alright thanks, Oh hey have you talked to Chandler?"
monica, yeah he has to stay in Tulsa this weekend
joey, how come?
monica," he has to work, there's some rush on the big  ah damn  it one of these days I'm really gonna have to start listening when he talks  about his job."
joey, oh why don't you fly out there and surprise him.
monica, maybe I will go  yea will have a second honeymoon at the Tulsa  Ramada.
joey, oh and you know what you should bring the black see-through teddy with  the attached garters. 
monica, how do you know I have one of those?
joey, didn't till just now.
joey, hot not hot  Hot!
joey, I said I think you're hot and now I'm embarrassed.
joey," that would've been better, I'll try that Hi I'm Joey."
joey, look I don't usually ask out women that I meet in coffeehouses
joey,  gesundheit
joey," really, great, did I actually ask you?"
joey, 
ross, so how'd the date go?
phoebe, well it was awful every time I thought about what you said I started  crying.
ross, So he hasn't called?
phoebe, would you call this girl?  thanks-fo-r-a-love-ly-even-ing
ross, now I feel terrible this is all my fault.
phoebe," well you not what you should feel terrible about, this could have been  my serious guy he was sweet and smart and funny. Do you know how hard it is  to meet a guy like that?"
ross, We are a rare breed.
joey, yeah and hey thanks again for letting me having that last piece of cake  at the restaurant.
joey, do you have any cake?
joey,  OUCH! That's  why.
ross,"  Hey Mike sorry to just drop by  like this, can I come in?"
ross," I'm Ross, Phoebe's friend from the coffeehouse."
ross," yeah I really, really need to talk to you about something."
ross,  No
ross, Damn super cuts!
ross," oh no yeah, no Phoebe is great, but umm I'm an idiot look right before  you guys went out I accidentally got her all upset."
ross," yes, yeah I said something stupid about her never having had a serious  relationship, but you should know she is so much fun, a wonderful person please  don't blow her off."
ross, well then I didn't need to bother you or the four other Mike Hanagen's  I bothered.
ross, of course she has. if she'd never had a serious relationship I'd go round  broadcasting it like some unstoppable moron.
ross," yes, yes I did. and I will also say what I'm about to say Vis-à-vis  the following Phoebe has never had a serious relationship since her. super-serious  relationship with. Vicrum."
ross, WHAT THAT'S A REAL NAME!
chandler, 
chandler, DO NOT DISTURB DO NOT DISTURB! Monica 
monica, is everything all right?
chandler," everything's great, just watching some regular television there,  what a pleasant surprise. "
monica, I'm gonna go freshen up ok
chandler, Ok honey. that was close. -Cut to Rachel 
rachel, Hello
monica, Hey Rach its me ok I just got the Chandler's room and I caught him  molesting himself.
rachel, Oh that couldn't have been pretty. but you know guys do that.
monica, yea well the weird part is... he was getting off to a shark attack  show!
rachel, Nooooooooo!
monica, Yes! Chandler Watches Shark Porn! Commercial Break
rachel, well watching sharks? Are you sure that's what he was doing?
monica," do you know how many times I've seen him jump up like that, believe  me I know what he was doing."
rachel, man sharks. I always knew there was something weird about that dude.  But you promised to love him no matter what.
monica, what means if he gets like a disease or kills someone. not if he gets  his jollys to jaws!
rachel," Ah! You know what honey guys are just different, they like things that  we can't understand, you know I once dated this guy who wanted to pretend he  was an archeologist and I was a naughty cave woman that he unfroze from a block  of ice."
monica, Eww are you talking about my bother.
rachel, yeah I didn't disguise that very well did I.
joey,  Hey
rachel,  Hi
joey, listen to this... I went out with this girl last night and half way through  our date I realized I already slept with her.
rachel, so basically you've slept with all the woman in New York and now you're  just going around again.
joey, well that's not even the weird part. I don't think she remembered sleeping  with me.
monica, But you don't remember sleeping with her.
joey," yeah but she should remember sleeping with me I am very memorable, you  guys know."
rachel," what, how do we know, we never slept with you."
joey, and who's fault is that.
monica," what's the big deal, you forgot, she forgot, maybe you were having  an off night"
joey, HEY! I never have an off night ok although sometimes when I'm a little  bloated I don't feel very sexy BUT EVEN THEN I'M BETTER THEN MOST!
monica, Honey why don't you just let it go and ask her out again.
rachel," yeah your both so slutty you don't even remember who you've slept with,  you're made for each other."
joey, Interesting. all right I'll go out with her again and try to get past  it  OH SALT BLOATY!
monica," Joey, Joey."
joey, What?
monica, you don't think sharks are sexy do you?
joey, No.  wait a minute what was the little mermaid?
phoebe, It's open.
ross, Hey!
phoebe, HEY! Mike called were going out again! YAY! YAY! 
ross," YAY!  quick thing,  I went to talk to Mike."
phoebe, What? Wha-wha-wha-did you do ROSS!
ross," oh boy you got mad at that part. I went over there to tell him how great  you are but you know me BLAH, BLAH, BLAH, and I ended up telling him that."
phoebe, WHAT!
ross, umm. that you had a six year long relationship with a guy named Vicrum.
phoebe, WHAT! WHY?
ross, well he seemed to bum hard that you'd never been in a serious relationship.
phoebe,  If you hadn't just had a baby with my best friend  I swear to Lucifer a rabid dog would be feasting on your danglers RIGHT NOW!
ross," well Phoebe, I think you'll feel better when you know a little bit about  Vicrum, His a Kite designer  and he used to date Oprah. "
phoebe," I'm not going along with some lie you made Ross, No I'm just gonna  be honest with him."
ross, Good yeah just be honest with him.
phoebe, yeah I've nothing to be ashamed of ok so I haven't been in a relationship  that lasted longer then a month. Ok I haven't had a real boyfriend you know  if he can't handle that he can leave. which he will and that's ok. so I'll just  be alone forever you know alright I'll be. it'll be fine. it'll be fine. I'll  go walking tours with widows and lesbians. Oh 
ross, I'll get it
phoebe, ok
phoebe, Uh huh yeah  Vicrum just called.
joey," Uh huh, sure, yeah. How can you not remember me?"
joey, How could you not remember that we slept together?
joey, I dunno!
joey," come on, come on, search your brain all right. it was  here, here, here NOT there. Anything?"
joey, my god woman! How many people do you have to had been with not to remember  any of this?
joey," Ooooooooooh, I slept with you! And you obviously remember me Hey! I still  got it.  I'll let  myself out."
phoebe," .and I said Vicrum you can't just call every time you get lonely you  know, you, you gave up that right when you slept with Rachel."
phoebe, yeah well  yeah you know Emma's birth certificate might say  Geller but her eyes say Mookurgee.
phoebe, I know but he call's and my heart goes to him. You know that bastard  is one smooth talking free lance kite designer.
phoebe, Oh.
phoebe, ok I can't do this.
phoebe," well there is no Vicrum, Ross made him up because I never really have  been in a long-term relationship, I've never lived with a guy, and I've never  even celebrated an anniversary so.  if that's too weird for you and you  wanna leave I totally understand. In fact I'll close my eye's make it less awkward "
phoebe, so you don't think I'm a total freak
